Name,Year,Indicator,Percent,id
Italy,2018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",-19.53796234,380
Italy,2014,Happiness score,0,380
Italy,2015,Happiness score,0.487563593,380
Italy,2016,Happiness score,0.269002538,380
Italy,2017,Happiness score,0.880970285,380
Italy,2018,Happiness score,4.630130529,380
Jamaica,2014,Import value index (2000 = 100),0,388
Jamaica,2015,Import value index (2000 = 100),-14.5004976,388
Jamaica,2016,Import value index (2000 = 100),-18.36945956,388
Jamaica,2017,Import value index (2000 = 100),-0.372222138,388
Jamaica,2018,Import value index (2000 = 100),4.797478631,388
Jamaica,2014,Mobile cellular subscriptions (per 100 people),0,388
Jamaica,2015,Mobile cellular subscriptions (per 100 people),3.809313275,388
Jamaica,2016,Mobile cellular subscriptions (per 100 people),7.549288546,388
Jamaica,2017,Mobile cellular subscriptions (per 100 people),1.242951454,388
Jamaica,2018,Mobile cellular subscriptions (per 100 people),-3.355090789,388
Jamaica,2014,Happiness score,0,388
Jamaica,2015,Happiness score,-3.485722156,388
Jamaica,2016,Happiness score,-6.971452664,388
Jamaica,2017,Happiness score,3.166928667,388
Jamaica,2018,Happiness score,3.166928667,388
Japan,2014,"Employers, total (% of total employment) (modeled ILO estimate)",0,392
Japan,2015,"Employers, total (% of total employment) (modeled ILO estimate)",-4.090273991,392
Japan,2016,"Employers, total (% of total employment) (modeled ILO estimate)",-5.030564543,392
Japan,2017,"Employers, total (% of total employment) (modeled ILO estimate)",-7.099207121,392
Japan,2018,"Employers, total (% of total employment) (modeled ILO estimate)",-7.146218286,392
Japan,2014,Proportion of seats held by women in national parliaments (%),0,392
Japan,2015,Proportion of seats held by women in national parliaments (%),17.28395062,392
Japan,2016,Proportion of seats held by women in national parliaments (%),17.28395062,392
Japan,2017,Proportion of seats held by women in national parliaments (%),14.81481481,392
Japan,2018,Proportion of seats held by women in national parliaments (%),24.69135802,392
Japan,2014,Happiness score,0,392
Japan,2015,Happiness score,-1.102388256,392
Japan,2016,Happiness score,-1.119089901,392
Japan,2017,Happiness score,-1.202606094,392
Japan,2018,Happiness score,-1.685321085,392
Jordan,2014,Tax payments (number),0,400
Jordan,2015,Tax payments (number),0,400
Jordan,2016,Tax payments (number),0,400
Jordan,2017,Tax payments (number),0,400
Jordan,2018,Tax payments (number),-8,400
Jordan,2014,"GDP per capita, PPP (current international $)",0,400
Jordan,2015,"GDP per capita, PPP (current international $)",-0.383295977,400
Jordan,2016,"GDP per capita, PPP (current international $)",-0.340031789,400
Jordan,2017,"GDP per capita, PPP (current international $)",1.2881995,400
Jordan,2018,"GDP per capita, PPP (current international $)",3.706821321,400
Jordan,2014,Happiness score,0,400
Jordan,2015,Happiness score,2.13790568,400
Jordan,2016,Happiness score,2.773498764,400
Jordan,2017,Happiness score,-0.602851857,400
Jordan,2018,Happiness score,-5.514247118,400
Kazakhstan,2014,Domestic credit to private sector (% of GDP),0,398
Kazakhstan,2015,Domestic credit to private sector (% of GDP),12.53470243,398
Kazakhstan,2016,Domestic credit to private sector (% of GDP),-1.480650186,398
Kazakhstan,2017,Domestic credit to private sector (% of GDP),-10.84753194,398
Kazakhstan,2018,Domestic credit to private sector (% of GDP),-18.65915711,398
Kazakhstan,2014,"Personal remittances, received (% of GDP)",0,398
Kazakhstan,2015,"Personal remittances, received (% of GDP)",-11.96341335,398
Kazakhstan,2016,"Personal remittances, received (% of GDP)",54.37167725,398
Kazakhstan,2017,"Personal remittances, received (% of GDP)",89.79276675,398
Kazakhstan,2018,"Personal remittances, received (% of GDP)",99.91442112,398
Kazakhstan,2014,Happiness score,0,398
Kazakhstan,2015,Happiness score,1.093085047,398
Kazakhstan,2016,Happiness score,-0.614863393,398
Kazakhstan,2017,Happiness score,-1.108452967,398
Kazakhstan,2018,Happiness score,-0.789065729,398
Kenya,2014,Profit tax (% of commercial profits),0,404
Kenya,2015,Profit tax (% of commercial profits),0,404
Kenya,2016,Profit tax (% of commercial profits),1.006711409,404
Kenya,2017,Profit tax (% of commercial profits),1.006711409,404
Kenya,2018,Profit tax (% of commercial profits),1.006711409,404
Kenya,2014,"Inflation, GDP deflator (annual %)",0,404
Kenya,2015,"Inflation, GDP deflator (annual %)",24.2516929,404
Kenya,2016,"Inflation, GDP deflator (annual %)",-31.20139195,404
Kenya,2017,"Inflation, GDP deflator (annual %)",31.25789911,404
Kenya,2018,"Inflation, GDP deflator (annual %)",-64.80234167,404
Kenya,2014,Happiness score,0,404
Kenya,2015,Happiness score,-1.425666442,404
Kenya,2016,Happiness score,3.032356189,404
Kenya,2017,Happiness score,-0.210460096,404
Kenya,2018,Happiness score,2.027609939,404
"Korea, Rep.",2014,Import unit value index (2000 = 100),0,410
"Korea, Rep.",2015,Import unit value index (2000 = 100),-21.1594064,410
"Korea, Rep.",2016,Import unit value index (2000 = 100),-26.48599864,410
"Korea, Rep.",2017,Import unit value index (2000 = 100),-19.64026136,410
"Korea, Rep.",2018,Import unit value index (2000 = 100),-12.25699273,410
"Korea, Rep.",2014,Net barter terms of trade index (2000 = 100),0,410
"Korea, Rep.",2015,Net barter terms of trade index (2000 = 100),11.95749603,410
"Korea, Rep.",2016,Net barter terms of trade index (2000 = 100),13.07196367,410
"Korea, Rep.",2017,Net barter terms of trade index (2000 = 100),12.67434568,410
"Korea, Rep.",2018,Net barter terms of trade index (2000 = 100),6.064765323,410
"Korea, Rep.",2014,Happiness score,0,410
"Korea, Rep.",2015,Happiness score,-2.489975981,410
"Korea, Rep.",2016,Happiness score,-2.439845927,410
"Korea, Rep.",2017,Happiness score,-1.823200836,410
"Korea, Rep.",2018,Happiness score,-1.492315384,410
Kosovo,2014,"Personal remittances, received (current US$)",0,
Kosovo,2015,"Personal remittances, received (current US$)",-11.60471709,
Kosovo,2016,"Personal remittances, received (current US$)",-10.296002,
Kosovo,2017,"Personal remittances, received (current US$)",1.19499933,
Kosovo,2018,"Personal remittances, received (current US$)",12.44665266,
Kosovo,2014,Procedures to build a warehouse (number),0,
Kosovo,2015,Procedures to build a warehouse (number),0,
Kosovo,2016,Procedures to build a warehouse (number),0,
Kosovo,2017,Procedures to build a warehouse (number),0,
Kosovo,2018,Procedures to build a warehouse (number),-9.090909091,
Kosovo,2014,Happiness score,0,
Kosovo,2015,Happiness score,-3.363753706,
Kosovo,2016,Happiness score,-5.546616696,
Kosovo,2017,Happiness score,1.30791931,
Kosovo,2018,Happiness score,9.142953283,
Kuwait,2014,"Mortality rate, under-5 (per 1,000 live births)",0,414
Kuwait,2015,"Mortality rate, under-5 (per 1,000 live births)",-3.370786517,414
Kuwait,2016,"Mortality rate, under-5 (per 1,000 live births)",-6.741573034,414
Kuwait,2017,"Mortality rate, under-5 (per 1,000 live births)",-8.988764045,414
Kuwait,2018,"Mortality rate, under-5 (per 1,000 live births)",-11.23595506,414
Kuwait,2014,"GNI, PPP (current international $)",0,414
Kuwait,2015,"GNI, PPP (current international $)",3.023257746,414
Kuwait,2016,"GNI, PPP (current international $)",9.523446,414
Kuwait,2017,"GNI, PPP (current international $)",10.44338652,414
Kuwait,2018,"GNI, PPP (current international $)",11.16792598,414
Kuwait,2014,Happiness score,0,414
Kuwait,2015,Happiness score,-0.889598602,414
Kuwait,2016,Happiness score,-3.018269339,414
Kuwait,2017,Happiness score,-3.361402718,414
Kuwait,2018,Happiness score,-4.35742804,414
Kyrgyz Republic,2014,"GNI per capita, Atlas method (current US$)",0,
Kyrgyz Republic,2015,"GNI per capita, Atlas method (current US$)",-5.6,
Kyrgyz Republic,2016,"GNI per capita, Atlas method (current US$)",-11.2,
Kyrgyz Republic,2017,"GNI per capita, Atlas method (current US$)",-11.2,
Kyrgyz Republic,2018,"GNI per capita, Atlas method (current US$)",-2.4,
Kyrgyz Republic,2014,"Employers, total (% of total employment) (modeled ILO estimate)",0,
Kyrgyz Republic,2015,"Employers, total (% of total employment) (modeled ILO estimate)",24.62584908,
Kyrgyz Republic,2016,"Employers, total (% of total employment) (modeled ILO estimate)",72.17686052,
Kyrgyz Republic,2017,"Employers, total (% of total employment) (modeled ILO estimate)",8.503401195,
Kyrgyz Republic,2018,"Employers, total (% of total employment) (modeled ILO estimate)",8.367348528,
Kyrgyz Republic,2014,Happiness score,0,
Kyrgyz Republic,2015,Happiness score,-1.910704435,
Kyrgyz Republic,2016,Happiness score,-5.334839198,
Kyrgyz Republic,2017,Happiness score,-2.936057722,
Kyrgyz Republic,2018,Happiness score,-0.478614267,
Latvia,2014,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",0,428
Latvia,2015,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",1.455088167,428
Latvia,2016,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",2.278622854,428
Latvia,2017,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",3.196474582,428
Latvia,2018,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",2.809126492,428
Latvia,2014,Refugee population by country or territory of origin,0,428
Latvia,2015,Refugee population by country or territory of origin,-9.389671362,428
Latvia,2016,Refugee population by country or territory of origin,-19.24882629,428
Latvia,2017,Refugee population by country or territory of origin,-26.29107981,428
Latvia,2018,Refugee population by country or territory of origin,-26.76056338,428
Latvia,2014,Happiness score,0,428
Latvia,2015,Happiness score,9.06237522,428
Latvia,2016,Happiness score,14.75087971,428
Latvia,2017,Happiness score,16.38093695,428
Latvia,2018,Happiness score,16.51039758,428
Lebanon,2014,"Population ages 0-14, total",0,422
Lebanon,2015,"Population ages 0-14, total",5.270389595,422
Lebanon,2016,"Population ages 0-14, total",6.783524455,422
Lebanon,2017,"Population ages 0-14, total",6.75906201,422
Lebanon,2018,"Population ages 0-14, total",5.35273667,422
Lebanon,2014,GDP per person employed (constant 2011 PPP $),0,422
Lebanon,2015,GDP per person employed (constant 2011 PPP $),-4.106849857,422
Lebanon,2016,GDP per person employed (constant 2011 PPP $),-5.576516798,422
Lebanon,2017,GDP per person employed (constant 2011 PPP $),-5.949567079,422
Lebanon,2018,GDP per person employed (constant 2011 PPP $),-4.329962603,422
Lebanon,2014,Happiness score,0,422
Lebanon,2015,Happiness score,5.992972688,422
Lebanon,2016,Happiness score,7.976847729,422
Lebanon,2017,Happiness score,7.437486691,422
Lebanon,2018,Happiness score,7.404416523,422
Liberia,2014,Export unit value index (2000 = 100),0,430
Liberia,2015,Export unit value index (2000 = 100),-14.80535523,430
Liberia,2016,Export unit value index (2000 = 100),-17.12919401,430
Liberia,2017,Export unit value index (2000 = 100),-13.54993029,430
Liberia,2018,Export unit value index (2000 = 100),-7.827191703,430
Liberia,2014,Profit tax (% of commercial profits),0,430
Liberia,2015,Profit tax (% of commercial profits),63.88888889,430
Liberia,2016,Profit tax (% of commercial profits),63.88888889,430
Liberia,2017,Profit tax (% of commercial profits),63.88888889,430
Liberia,2018,Profit tax (% of commercial profits),63.88888889,430
Liberia,2014,Happiness score,0,430
Liberia,2015,Happiness score,-20.76132355,430
Liberia,2016,Happiness score,-22.70838075,430
Liberia,2017,Happiness score,-23.53095874,430
Liberia,2018,Happiness score,-13.03215954,430
Libya,2014,Rural population,0,434
Libya,2015,Rural population,-0.369761617,434
Libya,2016,Rural population,-0.535997095,434
Libya,2017,Rural population,-0.544159107,434
Libya,2018,Rural population,-0.490769064,434
Libya,2014,"Immunization, DPT (% of children ages 12-23 months)",0,434
Libya,2015,"Immunization, DPT (% of children ages 12-23 months)",3.191489362,434
Libya,2016,"Immunization, DPT (% of children ages 12-23 months)",3.191489362,434
Libya,2017,"Immunization, DPT (% of children ages 12-23 months)",2.127659574,434
Libya,2018,"Immunization, DPT (% of children ages 12-23 months)",3.191489362,434
Libya,2014,Happiness score,0,434
Libya,2015,Happiness score,-2.415717958,434
Libya,2016,Happiness score,-3.979841573,434
Libya,2017,Happiness score,-3.272508284,434
Libya,2018,Happiness score,-3.974629015,434
Lithuania,2014,Mobile cellular subscriptions (per 100 people),0,440
Lithuania,2015,Mobile cellular subscriptions (per 100 people),-0.632722761,440
Lithuania,2016,Mobile cellular subscriptions (per 100 people),1.320033895,440
Lithuania,2017,Mobile cellular subscriptions (per 100 people),6.724907968,440
Lithuania,2018,Mobile cellular subscriptions (per 100 people),14.38642915,440
Lithuania,2014,"Mortality rate, infant (per 1,000 live births)",0,440
Lithuania,2015,"Mortality rate, infant (per 1,000 live births)",0,440
Lithuania,2016,"Mortality rate, infant (per 1,000 live births)",-5,440
Lithuania,2017,"Mortality rate, infant (per 1,000 live births)",-10,440
Lithuania,2018,"Mortality rate, infant (per 1,000 live births)",-17.5,440
Lithuania,2014,Happiness score,0,440
Lithuania,2015,Happiness score,-0.342876398,440
Lithuania,2016,Happiness score,1.182920712,440
Lithuania,2017,Happiness score,2.038399083,440
Lithuania,2018,Happiness score,5.417451994,440
Luxembourg,2014,"Immunization, HepB3 (% of one-year-old children)",0,442
Luxembourg,2015,"Immunization, HepB3 (% of one-year-old children)",0,442
Luxembourg,2016,"Immunization, HepB3 (% of one-year-old children)",0,442
Luxembourg,2017,"Immunization, HepB3 (% of one-year-old children)",0,442
Luxembourg,2018,"Immunization, HepB3 (% of one-year-old children)",2.127659574,442
Luxembourg,2014,Number of infant deaths,0,442
Luxembourg,2015,Number of infant deaths,0,442
Luxembourg,2016,Number of infant deaths,0,442
Luxembourg,2017,Number of infant deaths,0,442
Luxembourg,2018,Number of infant deaths,-7.692307692,442
Luxembourg,2014,Happiness score,0,442
Luxembourg,2015,Happiness score,-1.079762238,442
Luxembourg,2016,Happiness score,-1.194934954,442
Luxembourg,2017,Happiness score,-0.519722289,442
Luxembourg,2018,Happiness score,2.07745439,442
Madagascar,2014,"Personal remittances, received (current US$)",0,450
Madagascar,2015,"Personal remittances, received (current US$)",-5.107941101,450
Madagascar,2016,"Personal remittances, received (current US$)",-13.13257708,450
Madagascar,2017,"Personal remittances, received (current US$)",-0.482311747,450
Madagascar,2018,"Personal remittances, received (current US$)",23.53512802,450
Madagascar,2014,"Self-employed, total (% of total employment) (modeled ILO estimate)",0,450
Madagascar,2015,"Self-employed, total (% of total employment) (modeled ILO estimate)",0.119812626,450
Madagascar,2016,"Self-employed, total (% of total employment) (modeled ILO estimate)",0.047028057,450
Madagascar,2017,"Self-employed, total (% of total employment) (modeled ILO estimate)",-0.097413431,450
Madagascar,2018,"Self-employed, total (% of total employment) (modeled ILO estimate)",-0.256411834,450
Madagascar,2014,Happiness score,0,450
Madagascar,2015,Happiness score,0.380329774,450
Madagascar,2016,Happiness score,-1.005160036,450
Madagascar,2017,Happiness score,2.515623671,450
Madagascar,2018,Happiness score,6.83781377,450
Malawi,2014,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0,454
Malawi,2015,"Unemployment, total (% of total labor force) (modeled ILO estimate)",-1.531656802,454
Malawi,2016,"Unemployment, total (% of total labor force) (modeled ILO estimate)",-2.791014914,454
Malawi,2017,"Unemployment, total (% of total labor force) (modeled ILO estimate)",-6.943498935,454
Malawi,2018,"Unemployment, total (% of total labor force) (modeled ILO estimate)",-7.590199195,454
Malawi,2014,"GNI, PPP (current international $)",0,454
Malawi,2015,"GNI, PPP (current international $)",3.832398249,454
Malawi,2016,"GNI, PPP (current international $)",9.699036361,454
Malawi,2017,"GNI, PPP (current international $)",16.74720873,454
Malawi,2018,"GNI, PPP (current international $)",23.69026216,454
Malawi,2014,Happiness score,0,454
Malawi,2015,Happiness score,-3.168678597,454
Malawi,2016,Happiness score,-7.502325303,454
Malawi,2017,Happiness score,-16.43056264,454
Malawi,2018,Happiness score,-20.55451542,454
Malaysia,2014,Procedures to register property (number),0,458
Malaysia,2015,Procedures to register property (number),0,458
Malaysia,2016,Procedures to register property (number),0,458
Malaysia,2017,Procedures to register property (number),0,458
Malaysia,2018,Procedures to register property (number),-25,458
Malaysia,2014,"Immunization, measles (% of children ages 12-23 months)",0,458
Malaysia,2015,"Immunization, measles (% of children ages 12-23 months)",-1.063829787,458
Malaysia,2016,"Immunization, measles (% of children ages 12-23 months)",-1.063829787,458
Malaysia,2017,"Immunization, measles (% of children ages 12-23 months)",-1.063829787,458
Malaysia,2018,"Immunization, measles (% of children ages 12-23 months)",2.127659574,458
Malaysia,2014,Happiness score,0,458
Malaysia,2015,Happiness score,4.072792622,458
Malaysia,2016,Happiness score,5.44194334,458
Malaysia,2017,Happiness score,9.568460718,458
Malaysia,2018,Happiness score,-7.473137416,458
Mali,2014,"GNI per capita, PPP (current international $)",0,466
Mali,2015,"GNI per capita, PPP (current international $)",4.6875,466
Mali,2016,"GNI per capita, PPP (current international $)",7.8125,466
Mali,2017,"GNI per capita, PPP (current international $)",13.02083333,466
Mali,2018,"GNI per capita, PPP (current international $)",16.14583333,466
Mali,2014,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",0,466
Mali,2015,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",-0.025998266,466
Mali,2016,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",-0.062949214,466
Mali,2017,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",-0.113588406,466
Mali,2018,"Labor force participation rate, total (% of total population ages 15-64) (modeled ILO estimate)",-0.140954452,466
Mali,2014,Happiness score,0,466
Mali,2015,Happiness score,1.952442325,466
Mali,2016,Happiness score,4.881105813,466
Mali,2017,Happiness score,11.31414654,466
Mali,2018,Happiness score,9.897373182,466
Malta,2014,"GDP per capita, PPP (constant 2011 international $)",0,470
Malta,2015,"GDP per capita, PPP (constant 2011 international $)",8.051511863,470
Malta,2016,"GDP per capita, PPP (constant 2011 international $)",11.63118329,470
Malta,2017,"GDP per capita, PPP (constant 2011 international $)",15.89868652,470
Malta,2018,"GDP per capita, PPP (constant 2011 international $)",19.52661017,470
Malta,2014,Rural population (% of total population),0,470
Malta,2015,Rural population (% of total population),-1.185211392,470
Malta,2016,Rural population (% of total population),-2.352733062,470
Malta,2017,Rural population (% of total population),-3.520254732,470
Malta,2018,Rural population (% of total population),-4.687776402,470
Malta,2014,Happiness score,0,470
Malta,2015,Happiness score,2.951441907,470
Malta,2016,Happiness score,3.570293605,470
Malta,2017,Happiness score,5.150741678,470
Malta,2018,Happiness score,6.721671167,470
Mauritania,2014,Import volume index (2000 = 100),0,478
Mauritania,2015,Import volume index (2000 = 100),-17.31675816,478
Mauritania,2016,Import volume index (2000 = 100),-16.99662786,478
Mauritania,2017,Import volume index (2000 = 100),-11.40777778,478
Mauritania,2018,Import volume index (2000 = 100),4.405188091,478
Mauritania,2014,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",0,478
Mauritania,2015,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",6.81803033,478
Mauritania,2016,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",2.295931421,478
Mauritania,2017,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",1.211390768,478
Mauritania,2018,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",1.420688617,478
Mauritania,2014,Happiness score,0,478
Mauritania,2015,Happiness score,-5.29755779,478
Mauritania,2016,Happiness score,-3.246169017,478
Mauritania,2017,Happiness score,-1.814690068,478
Mauritania,2018,Happiness score,1.224082728,478
Mauritius,2014,Population density (people per sq. km of land area),0,480
Mauritius,2015,Population density (people per sq. km of land area),0.132520814,480
Mauritius,2016,Population density (people per sq. km of land area),0.201358675,480
Mauritius,2017,Population density (people per sq. km of land area),0.291767848,480
Mauritius,2018,Population density (people per sq. km of land area),0.34648919,480
Mauritius,2014,Time required to build a warehouse (days),0,480
Mauritius,2015,Time required to build a warehouse (days),-36.58536585,480
Mauritius,2016,Time required to build a warehouse (days),-36.58536585,480
Mauritius,2017,Time required to build a warehouse (days),-60.16260163,480
Mauritius,2018,Time required to build a warehouse (days),-60.16260163,480
Mauritius,2014,Happiness score,0,480
Mauritius,2015,Happiness score,3.12213839,480
Mauritius,2016,Happiness score,2.775240895,480
Mauritius,2017,Happiness score,7.568006971,480
Mauritius,2018,Happiness score,7.507751542,480
Mexico,2014,Employment in agriculture (% of total employment) (modeled ILO estimate),0,484
Mexico,2015,Employment in agriculture (% of total employment) (modeled ILO estimate),-2.476042326,484
Mexico,2016,Employment in agriculture (% of total employment) (modeled ILO estimate),-4.850422641,484
Mexico,2017,Employment in agriculture (% of total employment) (modeled ILO estimate),-4.748767553,484
Mexico,2018,Employment in agriculture (% of total employment) (modeled ILO estimate),-5.663670265,484
Mexico,2014,Domestic credit to private sector (% of GDP),0,484
Mexico,2015,Domestic credit to private sector (% of GDP),9.234565887,484
Mexico,2016,Domestic credit to private sector (% of GDP),16.23092809,484
Mexico,2017,Domestic credit to private sector (% of GDP),20.68830018,484
Mexico,2018,Domestic credit to private sector (% of GDP),18.00083846,484
Mexico,2014,Happiness score,0,484
Mexico,2015,Happiness score,-5.690829712,484
Mexico,2016,Happiness score,-8.473629418,484
Mexico,2017,Happiness score,-9.723106022,484
Mexico,2018,Happiness score,-8.244048277,484
Moldova,2014,Population ages 15-64 (% of total population),0,498
Moldova,2015,Population ages 15-64 (% of total population),-0.060824717,498
Moldova,2016,Population ages 15-64 (% of total population),-0.546719994,498
Moldova,2017,Population ages 15-64 (% of total population),-1.252629971,498
Moldova,2018,Population ages 15-64 (% of total population),-2.067124815,498
Moldova,2014,Import volume index (2000 = 100),0,498
Moldova,2015,Import volume index (2000 = 100),-4.481359508,498
Moldova,2016,Import volume index (2000 = 100),3.014825534,498
Moldova,2017,Import volume index (2000 = 100),18.21557475,498
Moldova,2018,Import volume index (2000 = 100),28.3635904,498
Moldova,2014,Happiness score,0,498
Moldova,2015,Happiness score,0.135844746,498
Moldova,2016,Happiness score,-0.866023413,498
Moldova,2017,Happiness score,-4.233316448,498
Moldova,2018,Happiness score,-6.121580278,498
Mongolia,2014,"GDP, PPP (current international $)",0,496
Mongolia,2015,"GDP, PPP (current international $)",3.474626042,496
Mongolia,2016,"GDP, PPP (current international $)",5.828358766,496
Mongolia,2017,"GDP, PPP (current international $)",13.5572355,496
Mongolia,2018,"GDP, PPP (current international $)",24.18716724,496
Mongolia,2014,Rural population growth (annual %),0,496
Mongolia,2015,Rural population growth (annual %),-2.360701842,496
Mongolia,2016,Rural population growth (annual %),-5.244365285,496
Mongolia,2017,Rural population growth (annual %),-7.982959791,496
Mongolia,2018,Rural population growth (annual %),-14.46322387,496
Mongolia,2014,Happiness score,0,496
Mongolia,2015,Happiness score,0.677061795,496
Mongolia,2016,Happiness score,1.661876283,496
Mongolia,2017,Happiness score,5.141564576,496
Mongolia,2018,Happiness score,8.440702404,496
Montenegro,2014,Secure Internet servers (per 1 million people),0,499
Montenegro,2015,Secure Internet servers (per 1 million people),37.13233479,499
Montenegro,2016,Secure Internet servers (per 1 million people),102.1652953,499
Montenegro,2017,Secure Internet servers (per 1 million people),222.963396,499
Montenegro,2018,Secure Internet servers (per 1 million people),501.8077911,499
Montenegro,2014,"Population ages 15-64, total",0,499
Montenegro,2015,"Population ages 15-64, total",-0.150490694,499
Montenegro,2016,"Population ages 15-64, total",-0.413316175,499
Montenegro,2017,"Population ages 15-64, total",-0.878296872,499
Montenegro,2018,"Population ages 15-64, total",-1.452768436,499
Montenegro,2014,Happiness score,0,499
Montenegro,2015,Happiness score,-0.597075074,499
Montenegro,2016,Happiness score,0.866719512,499
Montenegro,2017,Happiness score,2.994991097,499
Montenegro,2018,Happiness score,6.373270375,499
Morocco,2014,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",0,504
Morocco,2015,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",3.938226001,504
Morocco,2016,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",11.12435343,504
Morocco,2017,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",9.157726917,504
Morocco,2018,"Unemployment, youth total (% of total labor force ages 15-24) (modeled ILO estimate)",8.676002028,504
Morocco,2014,Fixed telephone subscriptions (per 100 people),0,504
Morocco,2015,Fixed telephone subscriptions (per 100 people),-11.88150665,504
Morocco,2016,Fixed telephone subscriptions (per 100 people),-18.99742157,504
Morocco,2017,Fixed telephone subscriptions (per 100 people),-20.95188065,504
Morocco,2018,Fixed telephone subscriptions (per 100 people),-16.10734326,504
Morocco,2014,Happiness score,0,504
Morocco,2015,Happiness score,2.752842831,504
Morocco,2016,Happiness score,4.428488362,504
Morocco,2017,Happiness score,4.801511421,504
Morocco,2018,Happiness score,3.891877722,504
Myanmar,2014,Secure Internet servers (per 1 million people),0,104
Myanmar,2015,Secure Internet servers (per 1 million people),47.52020143,104
Myanmar,2016,Secure Internet servers (per 1 million people),2795.501529,104
Myanmar,2017,Secure Internet servers (per 1 million people),1300.221246,104
Myanmar,2018,Secure Internet servers (per 1 million people),1199.646774,104
Myanmar,2014,GDP per capita growth (annual %),0,104
Myanmar,2015,GDP per capita growth (annual %),-13.0238451,104
Myanmar,2016,GDP per capita growth (annual %),-27.73764663,104
Myanmar,2017,GDP per capita growth (annual %),-14.38405141,104
Myanmar,2018,GDP per capita growth (annual %),-21.81647459,104
Myanmar,2014,Happiness score,0,104
Myanmar,2015,Happiness score,2.043181273,104
Myanmar,2016,Happiness score,5.525885935,104
Myanmar,2017,Happiness score,0.018566424,104
Myanmar,2018,Happiness score,1.239842992,104
Nepal,2014,Other taxes payable by businesses (% of commercial profits),0,524
Nepal,2015,Other taxes payable by businesses (% of commercial profits),10,524
Nepal,2016,Other taxes payable by businesses (% of commercial profits),10,524
Nepal,2017,Other taxes payable by businesses (% of commercial profits),10,524
Nepal,2018,Other taxes payable by businesses (% of commercial profits),10,524
Nepal,2014,Export unit value index (2000 = 100),0,524
Nepal,2015,Export unit value index (2000 = 100),-2.888247916,524
Nepal,2016,Export unit value index (2000 = 100),-6.332784434,524
Nepal,2017,Export unit value index (2000 = 100),-6.111073171,524
Nepal,2018,Export unit value index (2000 = 100),-4.155074126,524
Nepal,2014,Happiness score,0,524
Nepal,2015,Happiness score,6.180777272,524
Nepal,2016,Happiness score,9.924677897,524
Nepal,2017,Happiness score,8.116974896,524
Nepal,2018,Happiness score,8.832526421,524
Netherlands,2014,"Population ages 15-64, total",0,528
Netherlands,2015,"Population ages 15-64, total",-0.00299109,528
Netherlands,2016,"Population ages 15-64, total",0.111583019,528
Netherlands,2017,"Population ages 15-64, total",0.399929515,528
Netherlands,2018,"Population ages 15-64, total",0.736639497,528
Netherlands,2014,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",0,528
Netherlands,2015,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",12.67605482,528
Netherlands,2016,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",-10.26156904,528
Netherlands,2017,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",-32.7967836,528
Netherlands,2018,"Contributing family workers, total (% of total employment) (modeled ILO estimate)",-35.41247403,528
Netherlands,2014,Happiness score,0,528
Netherlands,2015,Happiness score,-0.528592554,528
Netherlands,2016,Happiness score,-0.013552827,528
Netherlands,2017,Happiness score,0.85795791,528
Netherlands,2018,Happiness score,1.485498379,528
New Zealand,2014,Rural population growth (annual %),0,554
New Zealand,2015,Rural population growth (annual %),35.08173238,554
New Zealand,2016,Rural population growth (annual %),55.16018345,554
New Zealand,2017,Rural population growth (annual %),52.3729693,554
New Zealand,2018,Rural population growth (annual %),26.57484502,554
New Zealand,2014,"Claims on central government, etc. (% GDP)",0,554
New Zealand,2015,"Claims on central government, etc. (% GDP)",-18.45961682,554
New Zealand,2016,"Claims on central government, etc. (% GDP)",-7.95698744,554
New Zealand,2017,"Claims on central government, etc. (% GDP)",-5.298907643,554
New Zealand,2018,"Claims on central government, etc. (% GDP)",-3.706615274,554
New Zealand,2014,Happiness score,0,554
